index,demand,location,x,y,assigned,piority
308,526,"Point(x=50460.5775, y=20045.285)",50460.5775,20045.285,70,2817609.9678652906
309,522,"Point(x=16014.6725, y=9683.3075)",16014.6725,9683.3075,147,3130837.687612903
310,576,"Point(x=42128.7825, y=3118.38)",42128.7825,3118.38,18,3480078.8714528535
311,483,"Point(x=91092.565, y=24621.6775)",91092.565,24621.6775,120,1170331.8760036167
312,591,"Point(x=56562.9175, y=1297.865)",56562.9175,1297.865,175,1928866.7108739724
313,588,"Point(x=5735.5575, y=94257.935)",5735.5575,94257.935,26,1470744.062212251
314,444,"Point(x=48369.925, y=46038.53)",48369.925,46038.53,189,929360.5275365692
315,360,"Point(x=5492.5925, y=65920.59)",5492.5925,65920.59,160,503352.39687205624
316,458,"Point(x=13432.145, y=96191.4925)",13432.145,96191.4925,26,3392056.9040095736
317,505,"Point(x=12392.055, y=12474.915)",12392.055,12474.915,147,385332.6994257975
318,481,"Point(x=74164.6425, y=26284.1425)",74164.6425,26284.1425,190,2239372.852562144
319,540,"Point(x=12080.0025, y=53122.385)",12080.0025,53122.385,137,1173459.86235692
320,501,"Point(x=88020.28, y=31998.7525)",88020.28,31998.7525,28,1695004.3196315404
321,544,"Point(x=27802.7425, y=15031.7125)",27802.7425,15031.7125,16,1388811.3381561392
322,437,"Point(x=90467.0375, y=18454.2725)",90467.0375,18454.2725,179,2344608.2978501073
323,363,"Point(x=10738.575, y=11259.2875)",10738.575,11259.2875,27,1346127.7372210124
324,349,"Point(x=60431.26, y=59958.18)",60431.26,59958.18,116,852981.2619869822
325,539,"Point(x=30470.4425, y=10927.145)",30470.4425,10927.145,199,1499518.143602152
326,485,"Point(x=79749.89, y=34014.105)",79749.89,34014.105,101,2272371.636144857
327,415,"Point(x=94689.85, y=33363.395)",94689.85,33363.395,24,260581.45258095895
328,590,"Point(x=28466.7875, y=18992.44)",28466.7875,18992.44,135,1926488.2248150315
329,469,"Point(x=92178.4175, y=47722.6725)",92178.4175,47722.6725,141,1671752.718303588
330,587,"Point(x=63554.8975, y=57452.6975)",63554.8975,57452.6975,116,1692168.171921374
331,170,"Point(x=97925.125, y=19827.9275)",97925.125,19827.9275,120,414694.6542244363
332,414,"Point(x=68547.5625, y=88275.31)",68547.5625,88275.31,118,1147180.900745051
333,470,"Point(x=78120.08, y=95184.195)",78120.08,95184.195,196,1134187.812396282
334,360,"Point(x=53442.525, y=62630.3875)",53442.525,62630.3875,159,1314908.3492698797
335,470,"Point(x=78918.545, y=11426.225)",78918.545,11426.225,106,2289527.4550490277
336,587,"Point(x=15980.725, y=52775.6075)",15980.725,52775.6075,25,1884145.7151692242
337,575,"Point(x=23630.4575, y=12458.4125)",23630.4575,12458.4125,5,1591442.9270300237
338,635,"Point(x=56013.0675, y=60278.48)",56013.0675,60278.48,145,2568860.7276535556
339,405,"Point(x=38668.085, y=51273.5075)",38668.085,51273.5075,3,1662176.0061840327
340,445,"Point(x=92691.655, y=86900.0375)",92691.655,86900.0375,144,1907040.8143078298
341,525,"Point(x=73870.3275, y=13663.145)",73870.3275,13663.145,65,2512779.354843402
342,426,"Point(x=80779.4275, y=19491.3925)",80779.4275,19491.3925,134,1915900.7361322914
343,643,"Point(x=17248.6475, y=40847.195)",17248.6475,40847.195,96,2597013.4361931477
344,469,"Point(x=32066.17, y=99.5775)",32066.17,99.5775,102,1796514.0423471367
345,497,"Point(x=34511.4675, y=36760.4925)",34511.4675,36760.4925,71,1477429.217272575
346,578,"Point(x=47077.665, y=15158.505)",47077.665,15158.505,54,1385765.2374425398
347,465,"Point(x=79208.6525, y=87356.7475)",79208.6525,87356.7475,89,494739.6296587141
348,576,"Point(x=42720.1725, y=81820.2475)",42720.1725,81820.2475,84,2531202.367847329
349,617,"Point(x=30616.34, y=56571.275)",30616.34,56571.275,3,2374744.065769557
350,447,"Point(x=16705.4375, y=26198.3175)",16705.4375,26198.3175,168,1941642.488503731
351,608,"Point(x=31565.5975, y=69400.6675)",31565.5975,69400.6675,69,2482750.8152584606
352,416,"Point(x=3477.2425, y=18693.0275)",3477.2425,18693.0275,171,2049039.7069095236
353,548,"Point(x=15059.325, y=22643.675)",15059.325,22643.675,168,2997283.989013543
354,526,"Point(x=25064.25, y=70155.45)",25064.25,70155.45,69,2044307.8997018107
355,420,"Point(x=89463.6675, y=20492.57)",89463.6675,20492.57,179,1615268.2593978473
356,327,"Point(x=88265.72, y=9928.0175)",88265.72,9928.0175,106,419301.3068402813
357,536,"Point(x=30727.4025, y=21381.6675)",30727.4025,21381.6675,135,1919929.0696056117
358,526,"Point(x=99267.4375, y=72061.5625)",99267.4375,72061.5625,108,3489682.096045593
359,577,"Point(x=39887.9575, y=48863.1175)",39887.9575,48863.1175,35,2910619.3064986323
360,640,"Point(x=26436.025, y=40780.4375)",26436.025,40780.4375,125,1943390.8324036093
361,501,"Point(x=95740.7125, y=46747.515)",95740.7125,46747.515,141,4423730.190497632
362,239,"Point(x=21848.1025, y=46325.195)",21848.1025,46325.195,184,260116.84748203855
363,494,"Point(x=81275.25, y=84953.0125)",81275.25,84953.0125,89,1170897.012536225
364,429,"Point(x=73582.015, y=67833.3875)",73582.015,67833.3875,126,1902236.2917359618
365,564,"Point(x=36282.8325, y=31132.44)",36282.8325,31132.44,183,2729350.223458933
366,523,"Point(x=68753.345, y=60570.1675)",68753.345,60570.1675,126,1889077.5998760588
367,472,"Point(x=67557.245, y=61539.91)",67557.245,61539.91,116,1882265.6437191758
368,519,"Point(x=9647.635, y=22392.25)",9647.635,22392.25,171,2515637.554495884
369,404,"Point(x=84905.3475, y=94736.7775)",84905.3475,94736.7775,79,1612449.91427327
370,364,"Point(x=23988.705, y=8085.3425)",23988.705,8085.3425,5,606171.3010044115
371,577,"Point(x=42612.32, y=55108.835)",42612.32,55108.835,35,1763820.0782007272
372,523,"Point(x=20943.58, y=74320.36)",20943.58,74320.36,34,2177113.753434704
373,366,"Point(x=82225.7525, y=34176.7525)",82225.7525,34176.7525,101,741254.272721753
374,522,"Point(x=10699.96, y=68076.615)",10699.96,68076.615,197,3379387.887847586
375,535,"Point(x=45487.94, y=77252.5225)",45487.94,77252.5225,156,1625823.0501711385
376,561,"Point(x=50966.3125, y=15626.1)",50966.3125,15626.1,70,1528912.503370093
377,563,"Point(x=60442.1475, y=95827.94)",60442.1475,95827.94,68,2807124.0296287313
378,418,"Point(x=45309.335, y=76425.85)",45309.335,76425.85,156,1210142.8090196736
379,505,"Point(x=87008.0, y=97996.9175)",87008.0,97996.9175,79,3379298.0627378137
380,360,"Point(x=38380.13, y=91596.9725)",38380.13,91596.9725,29,2664529.6216632565
381,509,"Point(x=43533.4775, y=37073.805)",43533.4775,37073.805,71,150665.76928313286
382,384,"Point(x=67025.205, y=60148.0225)",67025.205,60148.0225,116,1325794.1011320013
383,462,"Point(x=17134.4825, y=91331.1575)",17134.4825,91331.1575,100,1306799.988110655
384,450,"Point(x=41049.0975, y=7520.4325)",41049.0975,7520.4325,66,706175.477205265
385,622,"Point(x=30704.68, y=50338.845)",30704.68,50338.845,64,601871.1479605553
386,492,"Point(x=24881.4725, y=66707.3175)",24881.4725,66707.3175,69,2177748.7270644126
387,493,"Point(x=99041.1275, y=55217.2625)",99041.1275,55217.2625,119,1598529.6125130695
388,254,"Point(x=30054.19, y=89198.145)",30054.19,89198.145,153,1145825.6839440092
389,415,"Point(x=25836.2925, y=70127.68)",25836.2925,70127.68,69,1630817.1272926014
390,651,"Point(x=23332.9575, y=14896.79)",23332.9575,14896.79,5,1502163.8064118107
391,513,"Point(x=82401.435, y=26110.37)",82401.435,26110.37,157,475621.39547435666
392,550,"Point(x=46681.15, y=33756.805)",46681.15,33756.805,133,2355114.5668145115
393,558,"Point(x=91690.7775, y=85791.97)",91690.7775,85791.97,89,1410253.2688831228
394,388,"Point(x=42066.3975, y=99922.625)",42066.3975,99922.625,12,939564.8212500006
395,492,"Point(x=10294.825, y=44627.665)",10294.825,44627.665,154,1224349.021550609
396,393,"Point(x=40220.4775, y=80275.9975)",40220.4775,80275.9975,84,1050877.1896823803
397,678,"Point(x=86064.435, y=74427.495)",86064.435,74427.495,20,1202767.396047266
398,275,"Point(x=68963.1375, y=50466.12)",68963.1375,50466.12,67,704207.6669944181
399,580,"Point(x=15752.395, y=42456.445)",15752.395,42456.445,96,2329078.023406361
400,593,"Point(x=22293.5925, y=1245.66)",22293.5925,1245.66,114,607299.4510514522
401,509,"Point(x=35336.245, y=71434.995)",35336.245,71434.995,92,758676.6351377368
402,275,"Point(x=17951.5125, y=40551.5325)",17951.5125,40551.5325,96,1060519.9483044262
403,495,"Point(x=7103.0875, y=89779.05)",7103.0875,89779.05,45,2369502.6550452565
404,566,"Point(x=40270.675, y=49024.5325)",40270.675,49024.5325,35,3009781.0202333922
405,605,"Point(x=93625.185, y=81908.41)",93625.185,81908.41,180,3072413.780114797
406,556,"Point(x=7566.545, y=59561.2475)",7566.545,59561.2475,137,2590728.5920097786
407,461,"Point(x=82627.6825, y=97166.9425)",82627.6825,97166.9425,79,2459584.930460739
408,693,"Point(x=69262.5825, y=25796.635)",69262.5825,25796.635,190,2092726.6237367566
409,567,"Point(x=73994.76, y=18369.64)",73994.76,18369.64,157,1623460.9033746505
410,476,"Point(x=67929.175, y=42289.7625)",67929.175,42289.7625,151,1583927.0230008126
411,535,"Point(x=84828.88, y=93872.3775)",84828.88,93872.3775,79,1418974.367791869
412,511,"Point(x=56348.26, y=8529.7875)",56348.26,8529.7875,175,3400583.4952730574
413,595,"Point(x=43301.705, y=31962.625)",43301.705,31962.625,183,2714598.6513965726
414,631,"Point(x=48358.1, y=43974.4575)",48358.1,43974.4575,193,1026888.3697275422
415,426,"Point(x=26418.8975, y=34753.0575)",26418.8975,34753.0575,94,1663125.1885589354
416,343,"Point(x=9186.1625, y=12623.17)",9186.1625,12623.17,27,959158.4725396876
417,536,"Point(x=47089.1225, y=95910.505)",47089.1225,95910.505,12,4439467.338442733
418,744,"Point(x=44158.865, y=55024.0725)",44158.865,55024.0725,189,1711940.4076393617
419,685,"Point(x=13454.2, y=45930.4825)",13454.2,45930.4825,178,3255934.5960425227
420,435,"Point(x=58151.91, y=79207.7625)",58151.91,79207.7625,139,1363745.587736848
421,637,"Point(x=35574.2725, y=71246.3025)",35574.2725,71246.3025,92,897330.9834078049
422,603,"Point(x=7882.765, y=11127.1475)",7882.765,11127.1475,27,3369187.3616689895
423,406,"Point(x=94518.6025, y=26674.275)",94518.6025,26674.275,24,724112.6373447373
424,394,"Point(x=41683.5675, y=97408.745)",41683.5675,97408.745,12,1031639.111608245
425,471,"Point(x=52316.0925, y=62584.2325)",52316.0925,62584.2325,159,1290639.126101585
426,619,"Point(x=45744.8625, y=16036.2625)",45744.8625,16036.2625,54,796959.4067816584
427,551,"Point(x=73684.0875, y=96641.25)",73684.0875,96641.25,198,3453934.034708389
428,583,"Point(x=7982.2725, y=70755.4175)",7982.2725,70755.4175,197,3731584.1999612246
429,526,"Point(x=65291.2875, y=42542.48)",65291.2875,42542.48,151,3551088.9193758024
430,553,"Point(x=60890.2175, y=64510.36)",60890.2175,64510.36,145,2173231.112966907
431,407,"Point(x=97550.235, y=19136.0325)",97550.235,19136.0325,120,889032.9860123598
432,588,"Point(x=91808.9225, y=54231.04)",91808.9225,54231.04,155,3631788.3585790223
433,410,"Point(x=98027.3925, y=89400.42)",98027.3925,89400.42,144,2361024.162583109
434,415,"Point(x=61006.57, y=88173.175)",61006.57,88173.175,23,2186654.242423602
435,577,"Point(x=35438.465, y=40118.5975)",35438.465,40118.5975,71,2189229.338015691
436,585,"Point(x=24721.02, y=72516.915)",24721.02,72516.915,69,1625971.8363348374
437,523,"Point(x=67396.79, y=74396.3975)",67396.79,74396.3975,52,2283308.8701262646
438,642,"Point(x=27382.4975, y=95130.57)",27382.4975,95130.57,153,1593080.2255332682
439,347,"Point(x=51771.195, y=65547.73)",51771.195,65547.73,159,1830345.26859538
440,396,"Point(x=73897.225, y=46450.3775)",73897.225,46450.3775,186,3306053.2464084434
441,714,"Point(x=96574.7, y=3812.7875)",96574.7,3812.7875,188,1670114.0398315643
442,553,"Point(x=34713.425, y=95820.5275)",34713.425,95820.5275,6,2506291.0153819644
443,560,"Point(x=28604.5275, y=56360.405)",28604.5275,56360.405,3,1147866.3025553601
444,409,"Point(x=52561.7975, y=61418.13)",52561.7975,61418.13,159,793948.6714523123
445,382,"Point(x=84098.1825, y=40664.095)",84098.1825,40664.095,43,3205416.744868256
446,320,"Point(x=98462.5275, y=6476.9025)",98462.5275,6476.9025,85,963690.0861411198
447,332,"Point(x=30011.1625, y=46516.6475)",30011.1625,46516.6475,64,469690.4884523831
448,584,"Point(x=29359.755, y=49843.435)",29359.755,49843.435,64,1008267.8992656576
449,183,"Point(x=70966.975, y=6206.9375)",70966.975,6206.9375,60,1023153.4323425572
450,331,"Point(x=40527.7475, y=0.0)",40527.7475,0.0,18,2248957.2589624785
451,506,"Point(x=55871.04, y=90423.515)",55871.04,90423.515,13,746080.762513935
452,453,"Point(x=79308.1225, y=41461.0675)",79308.1225,41461.0675,7,1370940.2812087506
453,446,"Point(x=2915.6625, y=7808.815)",2915.6625,7808.815,9,575685.758655994
454,536,"Point(x=57971.0225, y=73202.755)",57971.0225,73202.755,139,596855.5146154762
455,415,"Point(x=33872.62, y=33626.2675)",33872.62,33626.2675,73,537683.9877531478
456,579,"Point(x=21649.515, y=29465.6925)",21649.515,29465.6925,94,2418816.578784004
457,484,"Point(x=68082.74, y=76613.5075)",68082.74,76613.5075,42,1911649.7712696544
458,548,"Point(x=74098.8975, y=25161.4725)",74098.8975,25161.4725,190,2617041.732826051
459,418,"Point(x=12662.2025, y=91236.965)",12662.2025,91236.965,26,179981.72271801243
460,517,"Point(x=98340.635, y=7686.9275)",98340.635,7686.9275,188,1814892.7780127134
461,525,"Point(x=15241.47, y=80694.675)",15241.47,80694.675,34,1244575.780188729
462,543,"Point(x=84052.9075, y=47918.33)",84052.9075,47918.33,7,2645564.587199943
463,400,"Point(x=19705.005, y=71261.9475)",19705.005,71261.9475,34,324473.92201009137
464,606,"Point(x=92175.7825, y=61092.5925)",92175.7825,61092.5925,132,3580657.122315629
465,462,"Point(x=63442.95, y=80890.1775)",63442.95,80890.1775,42,2687250.2716764356
466,480,"Point(x=74625.2775, y=17672.625)",74625.2775,17672.625,65,1752070.604373352
467,522,"Point(x=54241.93, y=67629.515)",54241.93,67629.515,159,1489730.3771218744
468,485,"Point(x=79353.095, y=62395.545)",79353.095,62395.545,167,742412.0302413378
469,603,"Point(x=90547.965, y=7673.835)",90547.965,7673.835,85,3569461.23743546
470,521,"Point(x=91553.1425, y=5279.8625)",91553.1425,5279.8625,85,2677314.793948172
471,566,"Point(x=7222.7975, y=14589.0875)",7222.7975,14589.0875,27,849405.9643915704
472,464,"Point(x=7849.5575, y=58964.77)",7849.5575,58964.77,137,2577915.2328406153
473,635,"Point(x=2230.21, y=99067.5875)",2230.21,99067.5875,26,2052992.5828933576
474,499,"Point(x=37757.3225, y=16636.34)",37757.3225,16636.34,46,2089123.3599682418
475,471,"Point(x=75968.1875, y=35764.125)",75968.1875,35764.125,152,3729311.757265737
476,515,"Point(x=17417.985, y=51446.045)",17417.985,51446.045,25,2544302.5972421835
477,580,"Point(x=23554.23, y=46249.415)",23554.23,46249.415,184,450952.326278073
478,590,"Point(x=75035.5625, y=14310.6375)",75035.5625,14310.6375,65,1763372.829054817
479,352,"Point(x=34728.52, y=42522.1275)",34728.52,42522.1275,71,487607.1202726649
480,465,"Point(x=90272.96, y=47978.59)",90272.96,47978.59,155,421538.1580266281
481,424,"Point(x=74687.32, y=64298.3375)",74687.32,64298.3375,126,2464553.5022150497
482,638,"Point(x=53508.36, y=17541.295)",53508.36,17541.295,78,723061.1593551459
483,560,"Point(x=98644.0525, y=88120.6375)",98644.0525,88120.6375,144,2900570.720441478
484,562,"Point(x=82230.9825, y=28023.425)",82230.9825,28023.425,101,2160894.1645583543
485,563,"Point(x=47573.62, y=92198.4975)",47573.62,92198.4975,12,4845288.424211269
486,494,"Point(x=32993.0525, y=481.9725)",32993.0525,481.9725,102,1503582.484064689
487,464,"Point(x=87469.7275, y=93813.39)",87469.7275,93813.39,144,2965321.9434212777
488,514,"Point(x=57171.2325, y=93189.69)",57171.2325,93189.69,68,2006094.2277774704
489,425,"Point(x=11212.115, y=56614.15)",11212.115,56614.15,137,2303293.3552373513
490,509,"Point(x=50296.7425, y=93955.3725)",50296.7425,93955.3725,12,3120739.25368679
491,360,"Point(x=83228.485, y=91738.09)",83228.485,91738.09,196,639459.195225951
492,446,"Point(x=1695.8075, y=19868.7275)",1695.8075,19868.7275,171,2641021.6095433207
493,483,"Point(x=57388.3825, y=55537.36)",57388.3825,55537.36,30,2795927.648845784
494,537,"Point(x=94387.45, y=49234.15)",94387.45,49234.15,141,3504126.8832612224
495,581,"Point(x=56264.945, y=31021.3925)",56264.945,31021.3925,133,2309367.3464555247
496,616,"Point(x=30210.49, y=21253.5925)",30210.49,21253.5925,135,2176015.9597181836
497,575,"Point(x=36637.16, y=59983.5425)",36637.16,59983.5425,83,2210031.794358151
498,484,"Point(x=32856.875, y=59542.1675)",32856.875,59542.1675,3,2177767.5780664044
499,491,"Point(x=1336.5675, y=37336.1625)",1336.5675,37336.1625,172,1891118.7674131591
500,593,"Point(x=94564.9, y=65511.8675)",94564.9,65511.8675,132,1531787.7805405485
501,296,"Point(x=71527.79, y=48457.0825)",71527.79,48457.0825,186,889179.013566296
502,438,"Point(x=41361.635, y=20504.325)",41361.635,20504.325,44,1279051.8118310268
503,371,"Point(x=90198.57, y=91203.375)",90198.57,91203.375,144,2338871.3650617804
504,424,"Point(x=74477.7375, y=44650.855)",74477.7375,44650.855,186,3122210.690002617
505,609,"Point(x=63250.4525, y=69094.315)",63250.4525,69094.315,52,4023140.9106956823
506,566,"Point(x=32997.1125, y=69695.565)",32997.1125,69695.565,69,1820220.8012068905
507,598,"Point(x=99209.1775, y=60884.895)",99209.1775,60884.895,119,5709905.015893082
508,431,"Point(x=39621.0625, y=90999.97)",39621.0625,90999.97,29,2552213.0922516836
509,607,"Point(x=99558.085, y=10286.785)",99558.085,10286.785,85,2377321.701118261
510,493,"Point(x=83131.53, y=65203.8625)",83131.53,65203.8625,149,1314366.13162702
511,559,"Point(x=98200.205, y=87669.78)",98200.205,87669.78,144,2740181.198950694
512,134,"Point(x=437.175, y=90037.8375)",437.175,90037.8375,45,405224.7877120767
513,507,"Point(x=81356.5525, y=84330.99)",81356.5525,84330.99,89,861188.2363388687
514,558,"Point(x=4573.8625, y=87261.3225)",4573.8625,87261.3225,45,1898669.2704853634
515,648,"Point(x=79597.395, y=2285.1275)",79597.395,2285.1275,176,4534798.919303881
516,467,"Point(x=73731.8925, y=16748.0325)",73731.8925,16748.0325,65,2237182.6816776665
517,591,"Point(x=10826.47, y=74785.63)",10826.47,74785.63,197,1612475.6451639582
518,580,"Point(x=54354.01, y=41636.0)",54354.01,41636.0,162,1792900.3111057023
519,528,"Point(x=80175.245, y=6725.0825)",80175.245,6725.0825,95,1951840.1164710862
520,572,"Point(x=20600.9575, y=88005.18)",20600.9575,88005.18,100,1882088.2652795953
521,524,"Point(x=21353.3, y=69307.285)",21353.3,69307.285,160,2527859.861544748
522,409,"Point(x=28578.5575, y=2096.24)",28578.5575,2096.24,102,2748945.1037472626
523,407,"Point(x=74022.18, y=12228.8225)",74022.18,12228.8225,65,1244380.9673823777
524,620,"Point(x=57565.95, y=6727.015)",57565.95,6727.015,175,3441658.3880728413
525,653,"Point(x=82066.2625, y=46752.8125)",82066.2625,46752.8125,7,2642159.5272365483
526,412,"Point(x=98709.0, y=2410.1)",98709.0,2410.1,188,1705400.708506661
527,722,"Point(x=10586.375, y=79794.5675)",10586.375,79794.5675,123,2963034.345657305
528,358,"Point(x=92856.21, y=81562.4025)",92856.21,81562.4025,180,1966552.2100756878
529,599,"Point(x=6316.4175, y=8057.88)",6316.4175,8057.88,9,2562868.783253866
530,407,"Point(x=26099.5225, y=27865.0)",26099.5225,27865.0,21,2184995.615603512
531,515,"Point(x=99891.6125, y=65015.7375)",99891.6125,65015.7375,119,2508269.104186688
532,402,"Point(x=9939.9175, y=45127.08)",9939.9175,45127.08,154,1302987.9597176057
533,403,"Point(x=31870.665, y=58253.34)",31870.665,58253.34,3,1752237.3290166298
534,380,"Point(x=98277.22, y=89413.24)",98277.22,89413.24,144,2155280.8475864828
535,482,"Point(x=5753.9125, y=11164.7125)",5753.9125,11164.7125,27,2537543.674737733
536,484,"Point(x=49525.01, y=68533.9875)",49525.01,68533.9875,159,951295.1885231518
537,426,"Point(x=86450.6625, y=44389.255)",86450.6625,44389.255,43,2860649.3865234405
538,569,"Point(x=9137.0325, y=85559.3975)",9137.0325,85559.3975,45,2751742.419570202
539,515,"Point(x=70677.655, y=45800.915)",70677.655,45800.915,186,2113785.4232282583
540,579,"Point(x=93157.43, y=94220.025)",93157.43,94220.025,144,4723396.51889421
541,576,"Point(x=4143.9925, y=83080.565)",4143.9925,83080.565,123,757874.017596228
542,293,"Point(x=45920.745, y=22485.8575)",45920.745,22485.8575,70,423427.50089791685
543,581,"Point(x=74605.38, y=78052.88)",74605.38,78052.88,97,2234526.452466103
544,652,"Point(x=14029.5575, y=22996.4525)",14029.5575,22996.4525,168,2389398.0594764454
545,473,"Point(x=63325.835, y=80382.17)",63325.835,80382.17,42,2428934.3658844056
546,541,"Point(x=35002.6525, y=41354.2775)",35002.6525,41354.2775,71,1265262.1909167015
547,632,"Point(x=25290.305, y=79830.19)",25290.305,79830.19,62,843828.8991052534
548,477,"Point(x=93332.0125, y=25238.09)",93332.0125,25238.09,120,1201744.2791721276
549,465,"Point(x=66659.45, y=655.4125)",66659.45,655.4125,60,2509630.472486837
550,660,"Point(x=61640.3, y=9051.2)",61640.3,9051.2,36,538519.1859824446
551,554,"Point(x=17045.4125, y=70088.4675)",17045.4125,70088.4675,197,1139764.0903629076
552,424,"Point(x=53154.935, y=60825.2775)",53154.935,60825.2775,145,1167403.6234852485
553,509,"Point(x=37963.6175, y=45188.3475)",37963.6175,45188.3475,71,527539.0417766892
554,481,"Point(x=66576.6625, y=14546.28)",66576.6625,14546.28,72,1373897.4070733995
555,458,"Point(x=73748.6025, y=83202.4475)",73748.6025,83202.4475,177,1840172.1097019035
556,653,"Point(x=5535.4625, y=64294.155)",5535.4625,64294.155,2,2007762.042063878
557,511,"Point(x=79740.275, y=53764.1575)",79740.275,53764.1575,167,2153384.6959019224
558,486,"Point(x=51196.8025, y=18134.38)",51196.8025,18134.38,70,1706035.0337359721
559,404,"Point(x=7537.455, y=15306.8325)",7537.455,15306.8325,158,559762.166957831
560,496,"Point(x=55859.34, y=74275.065)",55859.34,74275.065,139,2871204.0462085144
561,506,"Point(x=31806.885, y=22839.225)",31806.885,22839.225,135,1625320.8375141167
562,395,"Point(x=41298.4575, y=87663.32)",41298.4575,87663.32,29,1298266.2002590403
563,489,"Point(x=71378.47, y=48458.605)",71378.47,48458.605,186,1361254.7702514757
564,605,"Point(x=64998.2225, y=84315.3825)",64998.2225,84315.3825,42,3259434.424773476
565,468,"Point(x=96378.75, y=38246.9675)",96378.75,38246.9675,130,3613346.9234367446
566,490,"Point(x=34588.2125, y=93318.8825)",34588.2125,93318.8825,6,1301812.6313289257
567,397,"Point(x=95169.985, y=70570.4625)",95169.985,70570.4625,108,3102570.515024116
568,295,"Point(x=38049.7725, y=77459.37)",38049.7725,77459.37,92,771720.4072872621
569,639,"Point(x=44118.2425, y=57144.6025)",44118.2425,57144.6025,166,1381367.5597079059
570,617,"Point(x=23809.4025, y=30882.0425)",23809.4025,30882.0425,94,3274210.866045158
571,454,"Point(x=48005.945, y=8112.4625)",48005.945,8112.4625,66,1298768.3630654388
572,434,"Point(x=83146.09, y=27765.57)",83146.09,27765.57,101,1115930.6482449046
573,340,"Point(x=24379.19, y=77013.875)",24379.19,77013.875,62,200139.40916078692
574,546,"Point(x=53801.29, y=51051.8225)",53801.29,51051.8225,55,3359056.297706013
575,486,"Point(x=23334.445, y=62214.63)",23334.445,62214.63,165,3122940.674356815
576,446,"Point(x=39562.4325, y=78984.5575)",39562.4325,78984.5575,92,557847.3819461255
577,528,"Point(x=78225.49, y=1061.1625)",78225.49,1061.1625,176,4330771.991884553
578,384,"Point(x=84315.895, y=10378.365)",84315.895,10378.365,106,2074057.6139600473
579,534,"Point(x=22732.1075, y=70996.1025)",22732.1075,70996.1025,34,1118043.9711303117
580,499,"Point(x=64201.6625, y=15060.9575)",64201.6625,15060.9575,72,2308544.792292647
581,629,"Point(x=18497.72, y=20177.125)",18497.72,20177.125,168,1831861.0774134968
582,502,"Point(x=27137.0775, y=18566.6075)",27137.0775,18566.6075,135,987561.8410897945
583,530,"Point(x=6590.47, y=63520.82)",6590.47,63520.82,2,1495133.89014832
584,639,"Point(x=59952.4825, y=93026.265)",59952.4825,93026.265,68,3380668.2887760773
585,542,"Point(x=84273.3825, y=65633.38)",84273.3825,65633.38,149,985184.7648636639
586,626,"Point(x=71042.2975, y=96263.8475)",71042.2975,96263.8475,198,4147958.5571075953
587,593,"Point(x=90918.8375, y=71380.2425)",90918.8375,71380.2425,180,2933414.1932471204
588,620,"Point(x=68773.4275, y=42872.425)",68773.4275,42872.425,151,1540153.4650318904
589,428,"Point(x=4587.7375, y=56251.7525)",4587.7375,56251.7525,137,1892375.0805435968
590,473,"Point(x=94822.2525, y=30358.35)",94822.2525,30358.35,24,1440029.3602584442
591,659,"Point(x=19467.505, y=69751.47)",19467.505,69751.47,160,2404239.7957180296
592,397,"Point(x=89810.9575, y=13473.015)",89810.9575,13473.015,185,1469075.0491178303
593,483,"Point(x=83701.725, y=85705.02)",83701.725,85705.02,89,2276263.9827484507
594,458,"Point(x=3381.005, y=36666.4125)",3381.005,36666.4125,172,1573974.5862963912
595,450,"Point(x=75126.295, y=1746.8025)",75126.295,1746.8025,176,2454054.3340989538
596,632,"Point(x=32030.2175, y=79106.975)",32030.2175,79106.975,140,1054358.664299544
597,248,"Point(x=84825.3625, y=33586.005)",84825.3625,33586.005,101,437122.91172889643
598,549,"Point(x=42392.775, y=62779.455)",42392.775,62779.455,166,442078.27319514623
599,564,"Point(x=14381.0275, y=17963.82)",14381.0275,17963.82,158,3351836.850427225
600,622,"Point(x=77936.1025, y=20037.285)",77936.1025,20037.285,157,1774241.8074866515
601,438,"Point(x=26654.275, y=5151.7225)",26654.275,5151.7225,114,1497122.5908544983
602,619,"Point(x=14837.4625, y=68930.8575)",14837.4625,68930.8575,160,2437388.7591012223
603,409,"Point(x=52601.2825, y=76556.8225)",52601.2825,76556.8225,139,1680134.5878906874
604,420,"Point(x=34450.5175, y=4081.805)",34450.5175,4081.805,114,1318221.6476491774
605,436,"Point(x=35948.9175, y=26038.075)",35948.9175,26038.075,183,1023077.7734605209
606,551,"Point(x=29941.6475, y=34037.12)",29941.6475,34037.12,73,1091174.9837101463
607,703,"Point(x=47746.56, y=5181.39)",47746.56,5181.39,66,5154752.6675506905
608,422,"Point(x=14859.9575, y=72143.595)",14859.9575,72143.595,34,699092.0462453088
609,574,"Point(x=98346.6725, y=9633.0825)",98346.6725,9633.0825,188,2294818.4511630447
610,489,"Point(x=41216.9075, y=24767.8625)",41216.9075,24767.8625,44,983235.7557657509
611,348,"Point(x=11441.9575, y=22693.065)",11441.9575,22693.065,171,889557.889649332
612,485,"Point(x=42275.005, y=36454.755)",42275.005,36454.755,183,1237573.9636927652
613,445,"Point(x=42018.68, y=29384.885)",42018.68,29384.885,183,2602904.64699563
614,651,"Point(x=74015.5075, y=18725.585)",74015.5075,18725.585,157,1444611.4981276735
